BATTER,Dismissal,R,B,M,4s,6s,SR,URL,Match
David Mathias ,run out (†Usman Patel),61,47,-,1,5,129.78,/cricketers/david-mathias-420643,bahrain vs kuwait
Janaka Chaturanga ,run out (Sandaruwan/†Usman Patel),4,6,-,0,0,66.66,/cricketers/janaka-chaturanga-749517,bahrain vs kuwait
Haider Butt (c),c Patel b Sayed Monib,34,30,-,1,2,113.33,/cricketers/haider-butt-1284532,bahrain vs kuwait
Sathaiya Veerapathiran ,not out ,1,2,-,0,0,50,/cricketers/sathaiya-veerapathiran-1217274,bahrain vs kuwait
Meet Bhavsar ,lbw b Shahid Mahmood,0,2,-,0,0,0,/cricketers/meet-bhavsar-1167770,bahrain vs kuwait
Ravija Sandaruwan ,c †Umer Toor b Imran Anwar,35,17,-,5,2,205.88,/cricketers/ravija-sandaruwan-429809,bahrain vs kuwait
Adnan Idrees ,c Shahid Mahmood b Waseeq Ahmed,12,9,-,0,1,133.33,/cricketers/adnan-idrees-307817,bahrain vs kuwait
Usman Patel †,not out ,75,47,-,6,4,159.57,/cricketers/usman-patel-1217288,bahrain vs kuwait
Muhammad Kashif ,lbw b Veerapathiran,1,2,-,0,0,50,/cricketers/muhammad-kashif-1093661,bahrain vs kuwait
Meet Bhavsar , b Shahid Mahmood,4,2,-,1,0,200,/cricketers/meet-bhavsar-1167770,bahrain vs kuwait
Ravija Sandaruwan ,c Veerapathiran b Sarfaraz Ali,51,33,-,1,4,154.54,/cricketers/ravija-sandaruwan-429809,bahrain vs kuwait
Adnan Idrees ,c Veerapathiran b Shahid Mahmood,31,17,-,1,3,182.35,/cricketers/adnan-idrees-307817,bahrain vs kuwait
Usman Patel †,c Shahid Mahmood b Sarfaraz Ali,50,30,-,8,0,166.66,/cricketers/usman-patel-1217288,bahrain vs kuwait
Muhammad Kashif ,st †Shahbaz Badar b Sachin Kumar,9,6,-,2,0,150,/cricketers/muhammad-kashif-1093661,bahrain vs kuwait
Shiraz Khan ,not out ,16,12,-,0,1,133.33,/cricketers/shiraz-khan-1192940,bahrain vs kuwait
Mohammed Aslam (c),c Veerapathiran b Sarfaraz Ali,2,3,-,0,0,66.66,/cricketers/mohammed-aslam-359649,bahrain vs kuwait
Edson Silva ,c †Shahbaz Badar b Veerapathiran,18,9,-,1,2,200,/cricketers/edson-silva-1284531,bahrain vs kuwait
Mohamed Shafeeq ,c Veerapathiran b Imran Anwar,2,3,-,0,0,66.66,/cricketers/mohamed-shafeeq-1328736,bahrain vs kuwait
Umer Toor , b Shiraz Khan,72,38,-,8,4,189.47,/cricketers/umer-toor-1301600,bahrain vs kuwait
Sarfaraz Ali (c), b Mohamed Shafeeq,1,3,-,0,0,33.33,/cricketers/sarfaraz-ali-1172124,bahrain vs kuwait
Janaka Chaturanga , b Mohamed Shafeeq,0,1,-,0,0,0,/cricketers/janaka-chaturanga-749517,bahrain vs kuwait
Shahbaz Badar †,run out (Meet Bhavsar/†Usman Patel),2,4,-,0,0,50,/cricketers/shahbaz-badar-1143532,bahrain vs kuwait
Haider Butt ,c Adnan Idrees b Silva,62,34,-,5,5,182.35,/cricketers/haider-butt-1284532,bahrain vs kuwait
Sathaiya Veerapathiran ,c Silva b Mohamed Shafeeq,22,27,-,0,1,81.48,/cricketers/sathaiya-veerapathiran-1217274,bahrain vs kuwait
David Mathias ,c sub (YI Patel) b Silva,10,7,-,0,1,142.85,/cricketers/david-mathias-420643,bahrain vs kuwait
Imran Anwar ,not out ,9,4,-,2,0,225,/cricketers/imran-anwar-1143529,bahrain vs kuwait
Martin Guptill ,c Pooran b McCoy,20,11,17,3,0,181.81,/cricketers/martin-guptill-226492,west-indies vs new-zealand
Devon Conway †,lbw b Smith,42,34,58,2,3,123.52,/cricketers/devon-conway-379140,west-indies vs new-zealand
Kane Williamson (c),c †Thomas b McCoy,4,2,4,1,0,200,/cricketers/kane-williamson-277906,west-indies vs new-zealand
Glenn Phillips ,c Powell b McCoy,76,41,70,4,6,185.36,/cricketers/glenn-phillips-823509,west-indies vs new-zealand
Daryl Mitchell , b Shepherd,48,20,42,2,4,240,/cricketers/daryl-mitchell-381743,west-indies vs new-zealand
Kyle Mayers ,c Phillips b Santner,4,9,14,1,0,44.44,/cricketers/kyle-mayers-348056,west-indies vs new-zealand
Shamarh Brooks , b Santner,7,5,10,1,0,140,/cricketers/shamarh-brooks-230555,west-indies vs new-zealand
Nicholas Pooran (c),c †Conway b Bracewell,1,4,7,0,0,25,/cricketers/nicholas-pooran-604302,west-indies vs new-zealand
Devon Thomas †,lbw b Bracewell,1,8,13,0,0,12.5,/cricketers/devon-thomas-248920,west-indies vs new-zealand
Shimron Hetmyer ,run out (Williamson),14,18,18,1,1,77.77,/cricketers/shimron-hetmyer-670025,west-indies vs new-zealand
Jason Holder ,c Guptill b Bracewell,11,9,17,0,1,122.22,/cricketers/jason-holder-391485,west-indies vs new-zealand
Rovman Powell ,lbw b Sodhi,21,18,30,2,1,116.66,/cricketers/rovman-powell-820351,west-indies vs new-zealand
Romario Shepherd ,c Williamson b Santner,18,18,26,0,1,100,/cricketers/romario-shepherd-677077,west-indies vs new-zealand
Odean Smith ,c Phillips b Southee,9,8,11,0,1,112.5,/cricketers/odean-smith-820691,west-indies vs new-zealand
Hazratullah Zazai ,c Stirling b Hand,39,40,-,3,1,97.5,/cricketers/hazratullah-zazai-793457,ireland vs afghanistan
Rahmanullah Gurbaz †,c Adair b Little,53,35,-,8,1,151.42,/cricketers/rahmanullah-gurbaz-974087,ireland vs afghanistan
Ibrahim Zadran ,c †Tucker b Little,36,22,-,4,1,163.63,/cricketers/ibrahim-zadran-921509,ireland vs afghanistan
Najibullah Zadran ,c Hand b Adair,42,18,-,0,5,233.33,/cricketers/najibullah-zadran-524049,ireland vs afghanistan
Paul Stirling ,c Usman Ghani b Fazalhaq Farooqi,0,2,-,0,0,0,/cricketers/paul-stirling-303427,ireland vs afghanistan
Andy Balbirnie (c),c Rashid Khan b Fazalhaq Farooqi,1,5,-,0,0,20,/cricketers/andy-balbirnie-303423,ireland vs afghanistan
Lorcan Tucker †,c Naveen-ul-Haq b Mujeeb Ur Rahman,31,21,-,4,1,147.61,/cricketers/lorcan-tucker-928057,ireland vs afghanistan
Harry Tector ,c †Rahmanullah Gurbaz b Naveen-ul-Haq,3,5,-,0,0,60,/cricketers/harry-tector-961407,ireland vs afghanistan
Curtis Campher ,c Najibullah Zadran b Naveen-ul-Haq,8,12,-,2,0,66.66,/cricketers/curtis-campher-595921,ireland vs afghanistan
Gareth Delany ,c Najibullah Zadran b Mohammad Nabi,16,13,-,1,0,123.07,/cricketers/gareth-delany-1099379,ireland vs afghanistan
George Dockrell ,not out ,58,37,-,6,2,156.75,/cricketers/george-dockrell-348034,ireland vs afghanistan
Mark Adair ,c Rashid Khan b Mujeeb Ur Rahman,6,6,-,0,0,100,/cricketers/mark-adair-526441,ireland vs afghanistan
Fionn Hand ,c Hazratullah Zazai b Naveen-ul-Haq,36,18,-,4,2,200,/cricketers/fionn-hand-1099225,ireland vs afghanistan
Meet Bhavsar †,c †Shahbaz Badar b Veerapathiran,40,37,-,3,1,108.1,/cricketers/meet-bhavsar-1167770,bahrain vs kuwait
Ravija Sandaruwan ,st †Shahbaz Badar b Thailappan,47,36,-,4,2,130.55,/cricketers/ravija-sandaruwan-429809,bahrain vs kuwait
Adnan Idrees ,c Imran Anwar b Sachin Kumar,7,7,-,0,1,100,/cricketers/adnan-idrees-307817,bahrain vs kuwait
Muhammad Kashif ,c Veerapathiran b Imran Anwar,18,16,-,1,1,112.5,/cricketers/muhammad-kashif-1093661,bahrain vs kuwait
Bilal Tahir , b Sachin Kumar,7,7,-,0,1,100,/cricketers/bilal-tahir-796255,bahrain vs kuwait
Shiraz Khan ,lbw b Veerapathiran,1,3,-,0,0,33.33,/cricketers/shiraz-khan-1192940,bahrain vs kuwait
Edson Silva ,c & b Imran Anwar,15,6,-,0,2,250,/cricketers/edson-silva-1284531,bahrain vs kuwait
Mohammed Aslam (c),c Veerapathiran b Imran Anwar,7,3,-,0,1,233.33,/cricketers/mohammed-aslam-359649,bahrain vs kuwait
Haroon Shahid ,not out ,5,3,-,0,0,166.66,/cricketers/haroon-shahid-307825,bahrain vs kuwait
Umer Toor , b Adnan Idrees,33,21,-,2,3,157.14,/cricketers/umer-toor-1301600,bahrain vs kuwait
Janaka Chaturanga ,c †Meet Bhavsar b Adnan Idrees,18,11,-,2,1,163.63,/cricketers/janaka-chaturanga-749517,bahrain vs kuwait
Sarfaraz Ali (c), b Adnan Idrees,8,9,-,0,1,88.88,/cricketers/sarfaraz-ali-1172124,bahrain vs kuwait
Shahbaz Badar †,run out (†Meet Bhavsar/Shiraz Khan),14,17,-,0,0,82.35,/cricketers/shahbaz-badar-1143532,bahrain vs kuwait
Haider Butt ,not out ,48,36,-,2,2,133.33,/cricketers/haider-butt-1284532,bahrain vs kuwait
Rahmanullah Gurbaz †,c McCarthy b Adair,1,2,5,0,0,50,/cricketers/rahmanullah-gurbaz-974087,ireland vs afghanistan
Usman Ghani , b Little,1,9,15,0,0,11.11,/cricketers/usman-ghani-711559,ireland vs afghanistan
Hashmatullah Shahidi ,c McBrine b Delany,36,42,72,3,0,85.71,/cricketers/hashmatullah-shahidi-440970,ireland vs afghanistan
Ibrahim Zadran ,c McBrine b Campher,17,13,14,4,0,130.76,/cricketers/ibrahim-zadran-921509,ireland vs afghanistan
Najibullah Zadran ,c McCarthy b Campher,8,8,12,1,0,100,/cricketers/najibullah-zadran-524049,ireland vs afghanistan
Mohammad Nabi (c),c Dockrell b Delany,9,9,16,1,0,100,/cricketers/mohammad-nabi-25913,ireland vs afghanistan
Azmatullah Omarzai ,c Tector b Little,11,13,22,0,0,84.61,/cricketers/azmatullah-omarzai-819429,ireland vs afghanistan
Rashid Khan ,c Campher b Adair,9,10,17,0,0,90,/cricketers/rashid-khan-793463,ireland vs afghanistan
Paul Stirling , b Naveen-ul-Haq,4,12,11,1,0,33.33,/cricketers/paul-stirling-303427,ireland vs afghanistan
Andy Balbirnie (c),c †Rahmanullah Gurbaz b Mujeeb Ur Rahman,46,36,52,6,1,127.77,/cricketers/andy-balbirnie-303423,ireland vs afghanistan
Lorcan Tucker †,c Najibullah Zadran b Mohammad Nabi,27,28,52,3,0,96.42,/cricketers/lorcan-tucker-928057,ireland vs afghanistan
Harry Tector ,c Najibullah Zadran b Mohammad Nabi,5,7,8,0,0,71.42,/cricketers/harry-tector-961407,ireland vs afghanistan
George Dockrell ,not out ,25,19,26,1,1,131.57,/cricketers/george-dockrell-348034,ireland vs afghanistan
Martin Guptill ,c Hetmyer b Smith,16,17,33,1,1,94.11,/cricketers/martin-guptill-226492,west-indies vs new-zealand
Devon Conway †,c †Thomas b Smith,43,29,36,4,2,148.27,/cricketers/devon-conway-379140,west-indies vs new-zealand
Kane Williamson (c),c Walsh b Smith,47,33,55,4,2,142.42,/cricketers/kane-williamson-277906,west-indies vs new-zealand
Glenn Phillips ,c Mayers b Holder,17,11,24,1,1,154.54,/cricketers/glenn-phillips-823509,west-indies vs new-zealand
Daryl Mitchell ,c †Thomas b McCoy,16,12,22,0,1,133.33,/cricketers/daryl-mitchell-381743,west-indies vs new-zealand
Kyle Mayers ,lbw b Southee,1,4,10,0,0,25,/cricketers/kyle-mayers-348056,west-indies vs new-zealand
Shamarh Brooks ,c Mitchell b Santner,42,43,59,2,3,97.67,/cricketers/shamarh-brooks-230555,west-indies vs new-zealand
Nicholas Pooran (c),c Phillips b Santner,15,8,14,2,1,187.5,/cricketers/nicholas-pooran-604302,west-indies vs new-zealand
Devon Thomas †,c Sodhi b Ferguson,1,3,5,0,0,33.33,/cricketers/devon-thomas-248920,west-indies vs new-zealand
Shimron Hetmyer ,c Neesham b Santner,2,3,11,0,0,66.66,/cricketers/shimron-hetmyer-670025,west-indies vs new-zealand
Jason Holder ,c Phillips b Boult,25,19,42,3,0,131.57,/cricketers/jason-holder-391485,west-indies vs new-zealand
Rovman Powell ,c Neesham b Sodhi,18,12,15,0,2,150,/cricketers/rovman-powell-820351,west-indies vs new-zealand
Rahmanullah Gurbaz †,c Tector b McCarthy,26,22,18,5,0,118.18,/cricketers/rahmanullah-gurbaz-974087,ireland vs afghanistan
Usman Ghani ,c Tector b McCarthy,59,42,64,6,2,140.47,/cricketers/usman-ghani-711559,ireland vs afghanistan
Hashmatullah Shahidi ,c Stirling b Dockrell,11,12,20,2,0,91.66,/cricketers/hashmatullah-shahidi-440970,ireland vs afghanistan
Najibullah Zadran ,c McBrine b Delany,15,10,21,0,1,150,/cricketers/najibullah-zadran-524049,ireland vs afghanistan
Mohammad Nabi (c),c Tector b Dockrell,5,6,9,0,0,83.33,/cricketers/mohammad-nabi-25913,ireland vs afghanistan
Ibrahim Zadran ,not out ,29,18,29,1,2,161.11,/cricketers/ibrahim-zadran-921509,ireland vs afghanistan
Azmatullah Omarzai ,c Campher b Little,11,5,6,1,1,220,/cricketers/azmatullah-omarzai-819429,ireland vs afghanistan
Paul Stirling ,c Fazalhaq Farooqi b Mohammad Nabi,31,29,37,3,2,106.89,/cricketers/paul-stirling-303427,ireland vs afghanistan
Andy Balbirnie (c),c Najibullah Zadran b Mujeeb Ur Rahman,51,38,64,5,1,134.21,/cricketers/andy-balbirnie-303423,ireland vs afghanistan
Lorcan Tucker †,c Rashid Khan b Naveen-ul-Haq,50,32,42,6,1,156.25,/cricketers/lorcan-tucker-928057,ireland vs afghanistan
Ishan Kishan ,c Pooran b Drakes,11,13,23,1,0,84.61,/cricketers/ishan-kishan-720471,india vs west-indies
Shreyas Iyer ,c & b Holder,64,40,64,8,2,160,/cricketers/shreyas-iyer-642519,india vs west-indies
Deepak Hooda ,c Brooks b Walsh,38,25,35,3,2,152,/cricketers/deepak-hooda-497121,india vs west-indies
Sanju Samson , b Smith,15,11,21,2,0,136.36,/cricketers/sanju-samson-425943,india vs west-indies
Hardik Pandya (c),run out (Smith),28,16,40,2,2,175,/cricketers/hardik-pandya-625371,india vs west-indies
Dinesh Karthik †,lbw b Smith,12,9,13,2,0,133.33,/cricketers/dinesh-karthik-30045,india vs west-indies
Axar Patel ,c Pooran b Smith,9,7,15,0,1,128.57,/cricketers/axar-patel-554691,india vs west-indies
Jason Holder , b Patel,0,3,2,0,0,0,/cricketers/jason-holder-391485,india vs west-indies
Shamarh Brooks ,st †Karthik b Patel,13,13,19,2,0,100,/cricketers/shamarh-brooks-230555,india vs west-indies
Devon Thomas †, b Patel,10,11,20,2,0,90.9,/cricketers/devon-thomas-248920,india vs west-indies
Shimron Hetmyer ,c Iyer b Ravi Bishnoi,56,35,59,5,4,160,/cricketers/shimron-hetmyer-670025,india vs west-indies
Nicholas Pooran (c),lbw b Kuldeep Yadav,3,6,13,0,0,50,/cricketers/nicholas-pooran-604302,india vs west-indies
Rovman Powell ,lbw b Ravi Bishnoi,9,13,22,1,0,69.23,/cricketers/rovman-powell-820351,india vs west-indies
Keemo Paul ,lbw b Ravi Bishnoi,0,1,4,0,0,0,/cricketers/keemo-paul-677081,india vs west-indies
Dominic Drakes , b Kuldeep Yadav,1,2,3,0,0,50,/cricketers/dominic-drakes-906749,india vs west-indies
Odean Smith ,c Pandya b Kuldeep Yadav,0,3,4,0,0,0,/cricketers/odean-smith-820691,india vs west-indies
Rohit Sharma (c), b Hosein,33,16,24,2,3,206.25,/cricketers/rohit-sharma-34102,india vs west-indies
Suryakumar Yadav ,lbw b Joseph,24,14,30,1,2,171.42,/cricketers/suryakumar-yadav-446507,india vs west-indies
Deepak Hooda ,c King b Joseph,21,19,38,2,0,110.52,/cricketers/deepak-hooda-497121,india vs west-indies
Rishabh Pant †,c Drakes b McCoy,44,31,52,6,0,141.93,/cricketers/rishabh-pant-931581,india vs west-indies
Sanju Samson ,not out ,30,23,45,2,1,130.43,/cricketers/sanju-samson-425943,india vs west-indies
Brandon King ,c & b Avesh Khan,13,8,10,3,0,162.5,/cricketers/brandon-king-670035,india vs west-indies
Kyle Mayers ,c Hooda b Patel,14,16,34,2,0,87.5,/cricketers/kyle-mayers-348056,india vs west-indies
Devon Thomas †,c Hooda b Avesh Khan,1,4,7,0,0,25,/cricketers/devon-thomas-248920,india vs west-indies
Nicholas Pooran (c),run out (Samson/†Pant),24,8,10,1,3,300,/cricketers/nicholas-pooran-604302,india vs west-indies
Rovman Powell ,c Hooda b Patel,24,16,18,1,2,150,/cricketers/rovman-powell-820351,india vs west-indies
Shimron Hetmyer , b Ravi Bishnoi,19,19,41,2,1,100,/cricketers/shimron-hetmyer-670025,india vs west-indies
Jason Holder ,c Samson b Arshdeep Singh,13,9,16,1,1,144.44,/cricketers/jason-holder-391485,india vs west-indies
Akeal Hosein ,c Yadav b Ravi Bishnoi,3,10,14,0,0,30,/cricketers/akeal-hosein-530812,india vs west-indies
Dominic Drakes , b Arshdeep Singh,5,7,16,1,0,71.42,/cricketers/dominic-drakes-906749,india vs west-indies
Reeza Hendricks , b Delany,42,40,-,6,0,105,/cricketers/reeza-hendricks-269280,ireland vs south-africa
Quinton de Kock †,c Campher b McCarthy,7,10,-,1,0,70,/cricketers/quinton-de-kock-379143,ireland vs south-africa
Rassie van der Dussen ,c Adair b McBrine,4,14,-,0,0,28.57,/cricketers/rassie-van-der-dussen-337790,ireland vs south-africa
Aiden Markram ,c Tector b Delany,27,10,-,1,3,270,/cricketers/aiden-markram-600498,ireland vs south-africa
Heinrich Klaasen ,c McBrine b Little,39,16,-,5,2,243.75,/cricketers/heinrich-klaasen-436757,ireland vs south-africa
David Miller (c),not out ,32,20,-,1,3,160,/cricketers/david-miller-321777,ireland vs south-africa
Paul Stirling ,c Markram b Ngidi,28,16,-,2,2,175,/cricketers/paul-stirling-303427,ireland vs south-africa
Andy Balbirnie (c),c Maharaj b Parnell,0,8,-,0,0,0,/cricketers/andy-balbirnie-303423,ireland vs south-africa
Lorcan Tucker †,c Pretorius b Parnell,0,1,-,0,0,0,/cricketers/lorcan-tucker-928057,ireland vs south-africa
Harry Tector ,c Ngidi b Parnell,34,31,-,3,0,109.67,/cricketers/harry-tector-961407,ireland vs south-africa
Gareth Delany ,lbw b Shamsi,0,2,-,0,0,0,/cricketers/gareth-delany-1099379,ireland vs south-africa
Curtis Campher ,c †de Kock b Parnell,19,17,-,1,1,111.76,/cricketers/curtis-campher-595921,ireland vs south-africa
George Dockrell ,c Miller b Pretorius,3,4,-,0,0,75,/cricketers/george-dockrell-348034,ireland vs south-africa
Mark Adair ,c Klaasen b Pretorius,2,4,-,0,0,50,/cricketers/mark-adair-526441,ireland vs south-africa
Andy McBrine ,c †de Kock b Parnell,2,4,-,0,0,50,/cricketers/andy-mcbrine-417381,ireland vs south-africa
Max O'Dowd , b Bracewell,6,6,4,1,0,100,/cricketers/max-o-dowd-643197,netherlands vs new-zealand
Stephan Myburgh ,c Allen b Bracewell,24,22,34,2,1,109.09,/cricketers/stephan-myburgh-233712,netherlands vs new-zealand
Vikramjit Singh ,c Santner b Tickner,3,8,19,0,0,37.5,/cricketers/vikramjit-singh-1153767,netherlands vs new-zealand
Bas de Leede ,not out ,53,48,58,3,2,110.41,/cricketers/bas-de-leede-1036191,netherlands vs new-zealand
Martin Guptill , b Pringle,2,6,11,0,0,33.33,/cricketers/martin-guptill-226492,netherlands vs new-zealand
Finn Allen ,lbw b de Leede,13,9,19,1,1,144.44,/cricketers/finn-allen-959759,netherlands vs new-zealand
Martin Guptill ,c Pringle b Klein,45,36,58,4,1,125,/cricketers/martin-guptill-226492,netherlands vs new-zealand
Finn Allen ,c Cooper b Pringle,8,11,12,0,1,72.72,/cricketers/finn-allen-959759,netherlands vs new-zealand
Dane Cleaver †,c de Leede b Floyd,2,9,14,0,0,22.22,/cricketers/dane-cleaver-440517,netherlands vs new-zealand
Daryl Mitchell ,c O'Dowd b Shariz Ahmad,15,14,20,1,0,107.14,/cricketers/daryl-mitchell-381743,netherlands vs new-zealand
Glenn Phillips ,c & b Shariz Ahmad,14,14,23,0,0,100,/cricketers/glenn-phillips-823509,netherlands vs new-zealand
James Neesham ,c de Leede b van Beek,32,17,18,2,2,188.23,/cricketers/james-neesham-355269,netherlands vs new-zealand
Mitchell Santner (c),not out ,7,9,24,0,0,77.77,/cricketers/mitchell-santner-502714,netherlands vs new-zealand
Stephan Myburgh ,c †Cleaver b Tickner,5,6,6,1,0,83.33,/cricketers/stephan-myburgh-233712,netherlands vs new-zealand
Max O'Dowd , b Tickner,2,7,16,0,0,28.57,/cricketers/max-o-dowd-643197,netherlands vs new-zealand
Bas de Leede ,c Mitchell b Tickner,66,53,82,5,2,124.52,/cricketers/bas-de-leede-1036191,netherlands vs new-zealand
Tom Cooper ,c †Cleaver b Tickner,2,5,6,0,0,40,/cricketers/tom-cooper-219885,netherlands vs new-zealand
Scott Edwards (c)†,c Phillips b Santner,20,16,25,2,1,125,/cricketers/scott-edwards-1127317,netherlands vs new-zealand
Teja Nidamanuru ,c †Cleaver b Sears,0,4,6,0,0,0,/cricketers/teja-nidamanuru-1129328,netherlands vs new-zealand
Logan van Beek , b Sodhi,4,8,9,0,0,50,/cricketers/logan-van-beek-440522,netherlands vs new-zealand
Tim Pringle ,c Phillips b Sears,8,8,14,1,0,100,/cricketers/tim-pringle-1193548,netherlands vs new-zealand
Ryan Klein ,c Santner b Sears,11,6,8,2,0,183.33,/cricketers/ryan-klein-594996,netherlands vs new-zealand
Quinton de Kock †,run out (Tector),7,8,21,0,0,87.5,/cricketers/quinton-de-kock-379143,ireland vs south-africa
Reeza Hendricks ,c Stirling b Delany,74,53,80,10,1,139.62,/cricketers/reeza-hendricks-269280,ireland vs south-africa
Rassie van der Dussen ,c Little b McBrine,10,7,12,2,0,142.85,/cricketers/rassie-van-der-dussen-337790,ireland vs south-africa
Aiden Markram ,c Tector b Delany,56,27,45,2,5,207.4,/cricketers/aiden-markram-600498,ireland vs south-africa
Heinrich Klaasen ,not out ,6,7,25,0,0,85.71,/cricketers/heinrich-klaasen-436757,ireland vs south-africa
Paul Stirling ,lbw b Parnell,18,11,21,2,1,163.63,/cricketers/paul-stirling-303427,ireland vs south-africa
Andy Balbirnie (c),c Pretorius b Parnell,14,13,10,3,0,107.69,/cricketers/andy-balbirnie-303423,ireland vs south-africa
Lorcan Tucker †,c †de Kock b Shamsi,78,38,68,7,5,205.26,/cricketers/lorcan-tucker-928057,ireland vs south-africa
Harry Tector ,c Pretorius b Maharaj,6,8,12,0,0,75,/cricketers/harry-tector-961407,ireland vs south-africa
Gareth Delany ,lbw b Shamsi,2,4,6,0,0,50,/cricketers/gareth-delany-1099379,ireland vs south-africa
Curtis Campher , b Maharaj,0,2,2,0,0,0,/cricketers/curtis-campher-595921,ireland vs south-africa
George Dockrell ,c Markram b Pretorius,43,28,38,2,3,153.57,/cricketers/george-dockrell-348034,ireland vs south-africa
Mark Adair , b Ngidi,2,5,7,0,0,40,/cricketers/mark-adair-526441,ireland vs south-africa
Andy McBrine ,run out (Klaasen/†de Kock),10,4,9,0,1,250,/cricketers/andy-mcbrine-417381,ireland vs south-africa
Brandon King , b Pandya,20,20,34,3,0,100,/cricketers/brandon-king-670035,west-indies vs india
Kyle Mayers ,c †Pant b Kumar,73,50,79,8,4,146,/cricketers/kyle-mayers-348056,west-indies vs india
Nicholas Pooran (c),c †Pant b Kumar,22,23,36,2,1,95.65,/cricketers/nicholas-pooran-604302,west-indies vs india
Rovman Powell ,c Hooda b Arshdeep Singh,23,14,30,2,1,164.28,/cricketers/rovman-powell-820351,west-indies vs india
Shimron Hetmyer ,run out (Yadav/†Pant),20,12,22,0,2,166.66,/cricketers/shimron-hetmyer-670025,west-indies vs india
Rohit Sharma (c),retired hurt ,11,5,7,1,1,220,/cricketers/rohit-sharma-34102,west-indies vs india
Suryakumar Yadav ,c Joseph b Drakes,76,44,77,8,4,172.72,/cricketers/suryakumar-yadav-446507,west-indies vs india
Shreyas Iyer ,st †Thomas b Hosein,24,27,50,2,0,88.88,/cricketers/shreyas-iyer-642519,west-indies vs india
Rishabh Pant †,not out ,33,26,39,3,1,126.92,/cricketers/rishabh-pant-931581,west-indies vs india
Regis Chakabva †,c Afif Hossain b Nasum Ahmed,17,10,-,2,1,170,/cricketers/regis-chakabva-293831,zimbabwe vs bangladesh
Craig Ervine (c),st †Anamul Haque b Mahmudullah,24,27,-,2,1,88.88,/cricketers/craig-ervine-55412,zimbabwe vs bangladesh
Wessly Madhevere , b Mahedi Hasan,5,8,-,1,0,62.5,/cricketers/wessly-madhevere-938959,zimbabwe vs bangladesh
Sikandar Raza ,c Mustafizur Rahman b Mahedi Hasan,0,1,-,0,0,0,/cricketers/sikandar-raza-299572,zimbabwe vs bangladesh
Sean Williams ,c Najmul Hossain Shanto b Mosaddek Hossain,2,8,-,0,0,25,/cricketers/sean-williams-55870,zimbabwe vs bangladesh
