BOWLER,O,M,R,W,Econ,WD,NB,URL,Match
Edmund Packard,3,0,26,0,8.66,1,0,/cricketers/edmund-packard-1204626,gibraltar vs portugal
Avinash Pai,4,0,18,2,4.5,3,0,/cricketers/avinash-pai-1046619,gibraltar vs portugal
Richard Hatchman,4,0,33,0,8.25,0,0,/cricketers/richard-hatchman-1156444,gibraltar vs portugal
Mark Adair,4,1,10,2,2.5,0,0,/cricketers/mark-adair-526441,ireland vs nigeria
Gareth Delany,4,0,17,1,4.25,1,0,/cricketers/gareth-delany-1099379,ireland vs nigeria
Boyd Rankin,4,1,10,0,2.5,1,0,/cricketers/boyd-rankin-24599,ireland vs nigeria
George Dockrell,4,0,16,1,4,0,0,/cricketers/george-dockrell-348034,ireland vs nigeria
Craig Young,4,0,13,4,3.25,0,0,/cricketers/craig-young-364343,ireland vs nigeria
Vincent Adewoye,1,0,6,0,6,0,0,/cricketers/vincent-adewoye-1143136,ireland vs nigeria
Chima Akachukwu,1.1,0,8,0,6.85,0,0,/cricketers/chima-akachukwu-1013211,ireland vs nigeria
Isaac Okpe,1,0,16,1,16,0,0,/cricketers/isaac-okpe-637526,ireland vs nigeria
Daniel Gim,1,0,12,0,12,0,0,/cricketers/daniel-gim-637523,ireland vs nigeria
Sylvester Okpe,1,0,12,0,12,0,0,/cricketers/sylvester-okpe-1143139,ireland vs nigeria
Daniel Ajekun,1,0,10,1,10,0,0,/cricketers/daniel-ajekun-637529,ireland vs nigeria
Fayyaz Butt,3,0,28,0,9.33,1,1,/cricketers/fayyaz-butt-436749,canada vs oman
Bilal Khan,3,0,32,0,10.66,0,0,/cricketers/bilal-khan-937953,canada vs oman
Aamir Kaleem,4,0,24,1,6,1,0,/cricketers/aamir-kaleem-455463,canada vs oman
Khawar Ali,4,0,18,2,4.5,1,0,/cricketers/khawar-ali-585081,canada vs oman
Zeeshan Maqsood,4,0,25,3,6.25,0,0,/cricketers/zeeshan-maqsood-585083,canada vs oman
Mohammad Nadeem,2,0,16,0,8,1,0,/cricketers/mohammad-nadeem-41984,canada vs oman
Romesh Eranga,2,0,17,0,8.5,1,0,/cricketers/romesh-eranga-320520,canada vs oman
Jeremy Gordon,3.5,0,36,1,9.39,3,0,/cricketers/jeremy-gordon-276370,canada vs oman
Dilon Heyliger,4,0,43,1,10.75,0,1,/cricketers/dilon-heyliger-1061467,canada vs oman
Nikhil Dutta,3,0,32,0,10.66,1,0,/cricketers/nikhil-dutta-348135,canada vs oman
Nitish Kumar,2,0,16,0,8,0,0,/cricketers/nitish-kumar-348129,canada vs oman
Raja Adeel Iqbal,4,0,8,1,2,1,0,/cricketers/raja-adeel-iqbal-937669,spain vs portugal
Ravi Panchal,3,0,11,0,3.66,2,0,/cricketers/ravi-panchal-469191,spain vs portugal
Faran Afzal,4,0,14,2,3.5,0,0,/cricketers/faran-afzal-1046635,spain vs portugal
Kuldeep Lal,1,0,17,0,17,0,0,/cricketers/kuldeep-lal-1046643,spain vs portugal
Tom Vine,3,0,10,1,3.33,0,0,/cricketers/tom-vine-469188,spain vs portugal
Atif Mehmood,3,0,16,1,5.33,0,0,/cricketers/atif-mehmood-1046645,spain vs portugal
Yasir Ali,2,0,10,0,5,1,0,/cricketers/yasir-ali-1156622,spain vs portugal
Fakhrul Mohon,3,1,16,0,5.33,1,0,/cricketers/fakhrul-mohon-1204636,spain vs portugal
Ali Naqi,2,0,14,0,7,1,1,/cricketers/ali-naqi-1204642,spain vs portugal
Tariq Aziz,4,0,26,2,6.5,1,0,/cricketers/tariq-aziz-43317,spain vs portugal
Paolo Buccimazza,4,0,20,0,5,0,0,/cricketers/paolo-buccimazza-520282,spain vs portugal
Zohaib Sarwar,1,0,7,0,7,0,0,/cricketers/zohaib-sarwar-1156631,spain vs portugal
Najjam Shahzad,0.2,0,3,0,9,0,0,/cricketers/najjam-shahzad-1204631,spain vs portugal
Elijah Otieno,3,0,42,0,14,0,3,/cricketers/elijah-otieno-293031,kenya vs namibia
Shem Ngoche,4,0,36,1,9,0,0,/cricketers/shem-ngoche-308515,kenya vs namibia
Lucas Oluoch,4,0,38,0,9.5,1,0,/cricketers/lucas-oluoch-440162,kenya vs namibia
Collins Obuya,3,0,22,1,7.33,1,0,/cricketers/collins-obuya-24752,kenya vs namibia
Nelson Odhiambo,1,0,10,0,10,0,0,/cricketers/nelson-odhiambo-308418,kenya vs namibia
Rakep Patel,4,0,21,0,5.25,0,0,/cricketers/rakep-patel-267455,kenya vs namibia
Sachin Bhudia,1,0,6,1,6,0,0,/cricketers/sachin-bhudia-1107656,kenya vs namibia
Jan Frylinck,4,0,34,1,8.5,1,0,/cricketers/jan-frylinck-482478,kenya vs namibia
Christi Viljoen,4,0,14,1,3.5,0,0,/cricketers/christi-viljoen-387845,kenya vs namibia
Ben Shikongo,3,0,13,0,4.33,0,0,/cricketers/ben-shikongo-1069820,kenya vs namibia
JJ Smit,3.5,0,19,3,4.95,2,0,/cricketers/jj-smit-553821,kenya vs namibia
Bernard Scholtz,4,0,12,4,3,1,0,/cricketers/bernard-scholtz-330223,kenya vs namibia
Janak Prakash,4,0,32,0,8,4,0,/cricketers/janak-prakash-973799,papua-new-guinea vs singapore
Vinoth Baskaran,3,0,24,0,8,0,0,/cricketers/vinoth-baskaran-1195245,papua-new-guinea vs singapore
Amjad Mahboob,4,0,49,1,12.25,1,0,/cricketers/amjad-mahboob-554068,papua-new-guinea vs singapore
Tim David,4,0,33,1,8.25,1,0,/cricketers/tim-david-892749,papua-new-guinea vs singapore
Avi Dixit,1,0,15,0,15,1,0,/cricketers/avi-dixit-1048897,papua-new-guinea vs singapore
Navin Param,4,0,24,2,6,1,0,/cricketers/navin-param-452540,papua-new-guinea vs singapore
Nosaina Pokana,4,0,28,1,7,1,0,/cricketers/nosaina-pokana-646181,papua-new-guinea vs singapore
Jason Kila,2,0,16,0,8,2,0,/cricketers/jason-kila-302875,papua-new-guinea vs singapore
Damien Ravu,4,0,18,4,4.5,1,0,/cricketers/damien-ravu-1122557,papua-new-guinea vs singapore
Norman Vanua,4,0,29,1,7.25,1,0,/cricketers/norman-vanua-524253,papua-new-guinea vs singapore
Riley Hekure,1,0,12,0,12,0,0,/cricketers/riley-hekure-646193,papua-new-guinea vs singapore
Charles Amini,2,0,15,1,7.5,0,0,/cricketers/charles-amini-332980,papua-new-guinea vs singapore
Assad Vala,3,0,16,1,5.33,0,0,/cricketers/assad-vala-25056,papua-new-guinea vs singapore
Mark Adair,4,1,10,3,2.5,0,0,/cricketers/mark-adair-526441,ireland vs jersey
Boyd Rankin,4,0,30,1,7.5,1,0,/cricketers/boyd-rankin-24599,ireland vs jersey
Gareth Delany,4,0,19,1,4.75,1,0,/cricketers/gareth-delany-1099379,ireland vs jersey
David Delany,2.3,0,12,2,4.8,0,0,/cricketers/david-delany-1094085,ireland vs jersey
Craig Young,3,0,11,1,3.66,0,0,/cricketers/craig-young-364343,ireland vs jersey
George Dockrell,2.3,0,16,1,6.4,0,0,/cricketers/george-dockrell-348034,ireland vs jersey
Elliot Miles,2,0,18,0,9,0,0,/cricketers/elliot-miles-526468,ireland vs jersey
Charles Perchard,3,0,16,1,5.33,0,0,/cricketers/charles-perchard-414969,ireland vs jersey
Dominic Blampied,4,0,31,1,7.75,0,0,/cricketers/dominic-blampied-470893,ireland vs jersey
Benjamin Ward,3,0,24,0,8,0,0,/cricketers/benjamin-ward-1112212,ireland vs jersey
Ben Stevens,1,0,10,0,10,0,0,/cricketers/ben-stevens-370034,ireland vs jersey
Anthony Hawkins-Kay,1,0,11,0,11,0,0,/cricketers/anthony-hawkins-kay-370033,ireland vs jersey
George O'Brien,4,0,31,0,7.75,1,0,/cricketers/george-o-brien-247008,bermuda vs scotland
Kamau Leverock,4,0,39,2,9.75,0,0,/cricketers/kamau-leverock-364148,bermuda vs scotland
Dion Stovell,4,0,40,1,10,1,0,/cricketers/dion-stovell-474648,bermuda vs scotland
Delray Rawlins,4,0,45,0,11.25,0,1,/cricketers/delray-rawlins-630174,bermuda vs scotland
Rodney Trott,3,0,26,1,8.66,0,0,/cricketers/rodney-trott-267454,bermuda vs scotland
Onias Bascome,1,0,17,0,17,1,0,/cricketers/onias-bascome-649015,bermuda vs scotland
Mark Watt,4,0,18,2,4.5,3,0,/cricketers/mark-watt-659081,bermuda vs scotland
Safyaan Sharif,4,0,33,2,8.25,2,0,/cricketers/safyaan-sharif-414970,bermuda vs scotland
Alasdair Evans,4,0,35,1,8.75,2,0,/cricketers/alasdair-evans-399259,bermuda vs scotland
Richie Berrington,4,0,45,1,11.25,4,0,/cricketers/richie-berrington-25490,bermuda vs scotland
Hamza Tahir,4,1,25,2,6.25,0,0,/cricketers/hamza-tahir-751151,bermuda vs scotland
Jeremy Gordon,4,0,30,1,7.5,3,0,/cricketers/jeremy-gordon-276370,canada vs hong
Dilon Heyliger,4,0,40,1,10,2,0,/cricketers/dilon-heyliger-1061467,canada vs hong
Saad Bin Zafar,4,1,33,1,8.25,0,0,/cricketers/saad-bin-zafar-359746,canada vs hong
Nitish Kumar,4,0,18,1,4.5,0,0,/cricketers/nitish-kumar-348129,canada vs hong
Nikhil Dutta,4,0,25,1,6.25,2,0,/cricketers/nikhil-dutta-348135,canada vs hong
Kyle Christie,4,0,23,2,5.75,1,0,/cricketers/kyle-christie-1063728,canada vs hong
Aizaz Khan,4,0,34,1,8.5,0,0,/cricketers/aizaz-khan-401540,canada vs hong
Nasrulla Rana,4,0,25,3,6.25,4,0,/cricketers/nasrulla-rana-1058924,canada vs hong
Ehsan Khan,4,0,20,0,5,0,0,/cricketers/ehsan-khan-40082,canada vs hong
Haroon Arshad,2,0,4,1,2,0,0,/cricketers/haroon-arshad-1068983,canada vs hong
Waqas Barkat,2,0,11,0,5.5,0,0,/cricketers/waqas-barkat-350632,canada vs hong
Nosaina Pokana,4,0,28,1,7,0,0,/cricketers/nosaina-pokana-646181,netherlands vs papua
Jason Kila,2,0,15,0,7.5,1,0,/cricketers/jason-kila-302875,netherlands vs papua
Sese Bau,2,0,10,1,5,0,0,/cricketers/sese-bau-420427,netherlands vs papua
Damien Ravu,3,0,16,1,5.33,0,1,/cricketers/damien-ravu-1122557,netherlands vs papua
Norman Vanua,4,0,24,0,6,1,0,/cricketers/norman-vanua-524253,netherlands vs papua
Riley Hekure,1,0,6,1,6,0,0,/cricketers/riley-hekure-646193,netherlands vs papua
Charles Amini,4,0,24,2,6,0,1,/cricketers/charles-amini-332980,netherlands vs papua
Colin Ackermann,4,0,22,1,5.5,1,0,/cricketers/colin-ackermann-379774,netherlands vs papua
Paul van Meekeren,3,0,12,0,4,0,0,/cricketers/paul-van-meekeren-348109,netherlands vs papua
Brandon Glover,4,0,31,0,7.75,3,0,/cricketers/brandon-glover-595419,netherlands vs papua
Timm van der Gugten,3,0,22,1,7.33,1,0,/cricketers/timm-van-der-gugten-333782,netherlands vs papua
Pieter Seelaar,1,0,8,0,8,0,0,/cricketers/pieter-seelaar-208657,netherlands vs papua
Roelof van der Merwe,4,0,27,2,6.75,1,0,/cricketers/roelof-van-der-merwe-47850,netherlands vs papua
Sultan Ahmed,4,2,6,0,1.5,0,0,/cricketers/sultan-ahmed-873769,united-arab-emirates vs nigeria
Junaid Siddique,4,1,15,1,3.75,0,0,/cricketers/junaid-siddique-1203754,united-arab-emirates vs nigeria
Ahmed Raza,4,1,15,1,3.75,0,0,/cricketers/ahmed-raza-245490,united-arab-emirates vs nigeria
Rohan Mustafa,4,0,26,0,6.5,1,0,/cricketers/rohan-mustafa-307808,united-arab-emirates vs nigeria
Imran Haider,1,0,16,0,16,0,1,/cricketers/imran-haider-943275,united-arab-emirates vs nigeria
Waheed Ahmed,3,0,27,0,9,0,0,/cricketers/waheed-ahmed-950309,united-arab-emirates vs nigeria
Chima Akachukwu,3,0,26,1,8.66,0,0,/cricketers/chima-akachukwu-1013211,united-arab-emirates vs nigeria
Vincent Adewoye,3,0,23,0,7.66,1,0,/cricketers/vincent-adewoye-1143136,united-arab-emirates vs nigeria
Sylvester Okpe,3,0,22,2,7.33,1,0,/cricketers/sylvester-okpe-1143139,united-arab-emirates vs nigeria
Daniel Ajekun,1,0,4,0,4,0,0,/cricketers/daniel-ajekun-637529,united-arab-emirates vs nigeria
Daniel Gim,1,0,18,1,18,0,0,/cricketers/daniel-gim-637523,united-arab-emirates vs nigeria
Sulaimon Runsewe,1.3,0,19,1,12.66,1,0,/cricketers/sulaimon-runsewe-1089932,united-arab-emirates vs nigeria
Harrison Carlyon,1,0,17,0,17,0,0,/cricketers/harrison-carlyon-1062706,hong-kong vs jersey
Dominic Blampied,4,0,31,0,7.75,2,0,/cricketers/dominic-blampied-470893,hong-kong vs jersey
Charles Perchard,4,0,31,1,7.75,0,0,/cricketers/charles-perchard-414969,hong-kong vs jersey
Elliot Miles,2,0,13,0,6.5,0,0,/cricketers/elliot-miles-526468,hong-kong vs jersey
Ben Stevens,4,0,26,2,6.5,2,0,/cricketers/ben-stevens-370034,hong-kong vs jersey
Benjamin Ward,4,1,19,3,4.75,1,0,/cricketers/benjamin-ward-1112212,hong-kong vs jersey
Nick Greenwood,1,0,4,1,4,0,0,/cricketers/nick-greenwood-1181708,hong-kong vs jersey
Kyle Christie,4,0,37,0,9.25,2,0,/cricketers/kyle-christie-1063728,hong-kong vs jersey
Kinchit Shah,4,0,31,2,7.75,0,0,/cricketers/kinchit-shah-401537,hong-kong vs jersey
Aizaz Khan,3,0,14,1,4.66,0,0,/cricketers/aizaz-khan-401540,hong-kong vs jersey
Ehsan Khan,4,0,18,2,4.5,0,0,/cricketers/ehsan-khan-40082,hong-kong vs jersey
Waqas Barkat,4,0,24,1,6,0,0,/cricketers/waqas-barkat-350632,hong-kong vs jersey
Haroon Arshad,1,0,8,0,8,0,0,/cricketers/haroon-arshad-1068983,hong-kong vs jersey
Elijah Otieno,4,0,29,3,7.25,2,0,/cricketers/elijah-otieno-293031,kenya vs singapore
Shem Ngoche,4,0,32,2,8,0,0,/cricketers/shem-ngoche-308515,kenya vs singapore
Lucas Oluoch,4,1,22,3,5.5,0,0,/cricketers/lucas-oluoch-440162,kenya vs singapore
Nelson Odhiambo,4,0,51,1,12.75,0,0,/cricketers/nelson-odhiambo-308418,kenya vs singapore
Collins Obuya,2,0,10,0,5,0,0,/cricketers/collins-obuya-24752,kenya vs singapore
Sachin Bhudia,2,0,11,0,5.5,0,0,/cricketers/sachin-bhudia-1107656,kenya vs singapore
Amjad Mahboob,4,0,30,2,7.5,1,0,/cricketers/amjad-mahboob-554068,kenya vs singapore
Vinoth Baskaran,2,0,12,0,6,0,0,/cricketers/vinoth-baskaran-1195245,kenya vs singapore
Janak Prakash,3.5,0,38,0,9.91,0,0,/cricketers/janak-prakash-973799,kenya vs singapore
Sidhant Singh,2,0,20,0,10,0,0,/cricketers/sidhant-singh-1048901,kenya vs singapore
Aahan Gopinath Achar,1,0,9,0,9,0,0,/cricketers/aahan-gopinath-achar-1048889,kenya vs singapore
Navin Param,2,0,13,0,6.5,0,0,/cricketers/navin-param-452540,kenya vs singapore
Tim David,4,0,35,0,8.75,0,0,/cricketers/tim-david-892749,kenya vs singapore
Mark Adair,4,0,21,0,5.25,0,0,/cricketers/mark-adair-526441,canada vs ireland
Boyd Rankin,4,0,32,2,8,2,0,/cricketers/boyd-rankin-24599,canada vs ireland
David Delany,4,0,31,1,7.75,0,0,/cricketers/david-delany-1094085,canada vs ireland
George Dockrell,2,0,22,0,11,0,0,/cricketers/george-dockrell-348034,canada vs ireland
Gareth Delany,4,0,31,1,7.75,0,0,/cricketers/gareth-delany-1099379,canada vs ireland
Stuart Thompson,2,0,18,0,9,0,0,/cricketers/stuart-thompson-414821,canada vs ireland
Romesh Eranga,4,0,32,2,8,3,0,/cricketers/romesh-eranga-320520,canada vs ireland
Dilon Heyliger,4,0,29,0,7.25,0,0,/cricketers/dilon-heyliger-1061467,canada vs ireland
Jeremy Gordon,4,0,30,1,7.5,3,0,/cricketers/jeremy-gordon-276370,canada vs ireland
Saad Bin Zafar,4,0,31,2,7.75,1,0,/cricketers/saad-bin-zafar-359746,canada vs ireland
Nikhil Dutta,3,0,12,1,4,0,0,/cricketers/nikhil-dutta-348135,canada vs ireland
Nitish Kumar,1,0,7,0,7,0,0,/cricketers/nitish-kumar-348129,canada vs ireland
Jan Frylinck,4,0,20,1,5,1,0,/cricketers/jan-frylinck-482478,bermuda vs namibia
Christi Viljoen,3,0,27,2,9,1,0,/cricketers/christi-viljoen-387845,bermuda vs namibia
JJ Smit,4,0,18,2,4.5,0,0,/cricketers/jj-smit-553821,bermuda vs namibia
Ben Shikongo,3,0,15,0,5,2,0,/cricketers/ben-shikongo-1069820,bermuda vs namibia
Bernard Scholtz,4,0,17,3,4.25,0,0,/cricketers/bernard-scholtz-330223,bermuda vs namibia
Craig Williams,2,0,8,1,4,0,0,/cricketers/craig-williams-316102,bermuda vs namibia
Malachi Jones,1,0,11,0,11,0,0,/cricketers/malachi-jones-257574,bermuda vs namibia
Derrick Brangman,1,0,24,0,24,0,0,/cricketers/derrick-brangman-679553,bermuda vs namibia
Kamau Leverock,4,0,19,3,4.75,2,0,/cricketers/kamau-leverock-364148,bermuda vs namibia
Delray Rawlins,4,0,24,0,6,0,0,/cricketers/delray-rawlins-630174,bermuda vs namibia
Rodney Trott,2,0,21,1,10.5,0,0,/cricketers/rodney-trott-267454,bermuda vs namibia
Onias Bascome,1.1,0,11,0,9.42,0,0,/cricketers/onias-bascome-649015,bermuda vs namibia
Bilal Khan,3.5,1,7,3,1.82,1,0,/cricketers/bilal-khan-937953,nigeria vs oman
Kaleemullah,2,0,13,0,6.5,0,0,/cricketers/kaleemullah-1077307,nigeria vs oman
Mohammad Nadeem,2,0,10,0,5,2,0,/cricketers/mohammad-nadeem-41984,nigeria vs oman
Aamir Kaleem,4,0,14,4,3.5,0,0,/cricketers/aamir-kaleem-455463,nigeria vs oman
Khawar Ali,4,0,12,1,3,0,0,/cricketers/khawar-ali-585081,nigeria vs oman
Zeeshan Maqsood,4,0,14,0,3.5,0,0,/cricketers/zeeshan-maqsood-585083,nigeria vs oman
Chima Akachukwu,1,0,7,0,7,1,0,/cricketers/chima-akachukwu-1013211,nigeria vs oman
Daniel Ajekun,1,0,18,0,18,0,0,/cricketers/daniel-ajekun-637529,nigeria vs oman
Isaac Okpe,2,0,23,1,11.5,0,0,/cricketers/isaac-okpe-637526,nigeria vs oman
Abiodun Abioye,1,0,14,0,14,0,0,/cricketers/abiodun-abioye-1013219,nigeria vs oman
Sylvester Okpe,1,0,4,1,4,0,0,/cricketers/sylvester-okpe-1143139,nigeria vs oman
Sulaimon Runsewe,1,0,4,1,4,0,0,/cricketers/sulaimon-runsewe-1089932,nigeria vs oman
Paul van Meekeren,3.5,0,20,2,5.21,2,0,/cricketers/paul-van-meekeren-348109,netherlands vs singapore
Colin Ackermann,4,0,17,0,4.25,1,0,/cricketers/colin-ackermann-379774,netherlands vs singapore
Roelof van der Merwe,4,0,22,3,5.5,1,0,/cricketers/roelof-van-der-merwe-47850,netherlands vs singapore
Brandon Glover,3,0,20,2,6.66,0,0,/cricketers/brandon-glover-595419,netherlands vs singapore
Timm van der Gugten,3,0,9,3,3,0,0,/cricketers/timm-van-der-gugten-333782,netherlands vs singapore
Pieter Seelaar,1,0,11,0,11,1,0,/cricketers/pieter-seelaar-208657,netherlands vs singapore
Vinoth Baskaran,3,0,18,0,6,0,0,/cricketers/vinoth-baskaran-1195245,netherlands vs singapore
Amjad Mahboob,2,0,17,1,8.5,0,0,/cricketers/amjad-mahboob-554068,netherlands vs singapore
Selladore Vijaya Kumar,3,0,20,1,6.66,0,0,/cricketers/selladore-vijaya-kumar-746453,netherlands vs singapore
Aahan Gopinath Achar,4,0,26,1,6.5,0,0,/cricketers/aahan-gopinath-achar-1048889,netherlands vs singapore
Janak Prakash,3,0,12,1,4,1,0,/cricketers/janak-prakash-973799,netherlands vs singapore
Sidhant Singh,1,0,5,1,5,2,0,/cricketers/sidhant-singh-1048901,netherlands vs singapore
Tim David,0.3,0,5,0,10,0,0,/cricketers/tim-david-892749,netherlands vs singapore
Junaid Siddique,4,0,34,2,8.5,0,0,/cricketers/junaid-siddique-1203754,united-arab-emirates vs jersey
Sultan Ahmed,2,0,13,1,6.5,0,0,/cricketers/sultan-ahmed-873769,united-arab-emirates vs jersey
Rohan Mustafa,4,0,13,1,3.25,0,0,/cricketers/rohan-mustafa-307808,united-arab-emirates vs jersey
Waheed Ahmed,3,0,26,1,8.66,0,0,/cricketers/waheed-ahmed-950309,united-arab-emirates vs jersey
Ahmed Raza,4,0,20,1,5,0,0,/cricketers/ahmed-raza-245490,united-arab-emirates vs jersey
Zahoor Khan,3,0,39,2,13,2,0,/cricketers/zahoor-khan-384525,united-arab-emirates vs jersey
Harrison Carlyon,4,0,15,3,3.75,0,0,/cricketers/harrison-carlyon-1062706,united-arab-emirates vs jersey
Dominic Blampied,4,0,26,1,6.5,2,0,/cricketers/dominic-blampied-470893,united-arab-emirates vs jersey
Charles Perchard,4,0,22,2,5.5,0,0,/cricketers/charles-perchard-414969,united-arab-emirates vs jersey
Anthony Hawkins-Kay,1,0,15,0,15,2,0,/cricketers/anthony-hawkins-kay-370033,united-arab-emirates vs jersey
Ben Stevens,2.2,0,20,3,8.57,1,0,/cricketers/ben-stevens-370034,united-arab-emirates vs jersey
Benjamin Ward,4,0,14,1,3.5,0,0,/cricketers/benjamin-ward-1112212,united-arab-emirates vs jersey
Mark Watt,4,0,32,1,8,0,0,/cricketers/mark-watt-659081,namibia vs scotland
Safyaan Sharif,4,0,40,1,10,2,0,/cricketers/safyaan-sharif-414970,namibia vs scotland
Josh Davey,3,0,29,2,9.66,1,0,/cricketers/josh-davey-407265,namibia vs scotland
Hamza Tahir,4,0,18,1,4.5,0,0,/cricketers/hamza-tahir-751151,namibia vs scotland
Tom Sole,4,0,26,1,6.5,0,0,/cricketers/tom-sole-526492,namibia vs scotland
Michael Leask,1,0,14,0,14,0,0,/cricketers/michael-leask-414966,namibia vs scotland
Ben Shikongo,1,0,11,1,11,1,0,/cricketers/ben-shikongo-1069820,namibia vs scotland
Jan Frylinck,4,0,15,2,3.75,0,0,/cricketers/jan-frylinck-482478,namibia vs scotland
JJ Smit,4,0,31,1,7.75,3,0,/cricketers/jj-smit-553821,namibia vs scotland
Christi Viljoen,4,0,24,2,6,1,0,/cricketers/christi-viljoen-387845,namibia vs scotland
Bernard Scholtz,4,0,28,1,7,0,0,/cricketers/bernard-scholtz-330223,namibia vs scotland
Craig Williams,3,0,21,0,7,1,0,/cricketers/craig-williams-316102,namibia vs scotland
Isaac Okpe,3,0,33,0,11,0,0,/cricketers/isaac-okpe-637526,canada vs nigeria
Chima Akachukwu,4,0,34,2,8.5,0,0,/cricketers/chima-akachukwu-1013211,canada vs nigeria
Daniel Gim,3,0,24,1,8,0,0,/cricketers/daniel-gim-637523,canada vs nigeria
Abiodun Abioye,3,0,26,2,8.66,0,0,/cricketers/abiodun-abioye-1013219,canada vs nigeria
Daniel Ajekun,4,0,23,1,5.75,0,0,/cricketers/daniel-ajekun-637529,canada vs nigeria
Sylvester Okpe,3,0,19,1,6.33,0,0,/cricketers/sylvester-okpe-1143139,canada vs nigeria
Jeremy Gordon,4,0,12,0,3,3,0,/cricketers/jeremy-gordon-276370,canada vs nigeria
Dilon Heyliger,4,0,16,3,4,2,0,/cricketers/dilon-heyliger-1061467,canada vs nigeria
Saad Bin Zafar,4,0,25,2,6.25,2,0,/cricketers/saad-bin-zafar-359746,canada vs nigeria
Nikhil Dutta,4,0,23,1,5.75,0,0,/cricketers/nikhil-dutta-348135,canada vs nigeria
Nitish Kumar,2,0,15,0,7.5,0,0,/cricketers/nitish-kumar-348129,canada vs nigeria
Navneet Dhaliwal,2,0,15,1,7.5,0,0,/cricketers/navneet-dhaliwal-817069,canada vs nigeria
Junaid Siddique,2,0,9,0,4.5,1,0,/cricketers/junaid-siddique-1203754,united-arab-emirates vs hong
Ahmed Raza,4,0,22,1,5.5,0,0,/cricketers/ahmed-raza-245490,united-arab-emirates vs hong
Zahoor Khan,4,0,30,1,7.5,0,0,/cricketers/zahoor-khan-384525,united-arab-emirates vs hong
Rohan Mustafa,4,0,17,2,4.25,0,0,/cricketers/rohan-mustafa-307808,united-arab-emirates vs hong
Waheed Ahmed,4,0,23,2,5.75,1,0,/cricketers/waheed-ahmed-950309,united-arab-emirates vs hong
Imran Haider,2,0,13,0,6.5,0,0,/cricketers/imran-haider-943275,united-arab-emirates vs hong
Kyle Christie,3,0,24,2,8,1,0,/cricketers/kyle-christie-1063728,united-arab-emirates vs hong
Aizaz Khan,3,0,28,0,9.33,2,0,/cricketers/aizaz-khan-401540,united-arab-emirates vs hong
Ehsan Khan,3.1,0,9,0,2.84,0,0,/cricketers/ehsan-khan-40082,united-arab-emirates vs hong
Kinchit Shah,1,0,13,0,13,0,0,/cricketers/kinchit-shah-401537,united-arab-emirates vs hong
Haroon Arshad,2,0,11,0,5.5,1,0,/cricketers/haroon-arshad-1068983,united-arab-emirates vs hong
Waqas Barkat,2,0,17,0,8.5,0,0,/cricketers/waqas-barkat-350632,united-arab-emirates vs hong
Raag Kapur,1,0,10,0,10,0,0,/cricketers/raag-kapur-919539,united-arab-emirates vs hong
Bilal Khan,4,0,46,1,11.5,0,0,/cricketers/bilal-khan-937953,ireland vs oman
Aamir Kaleem,2,0,21,0,10.5,0,0,/cricketers/aamir-kaleem-455463,ireland vs oman
Fayyaz Butt,4,0,35,0,8.75,2,0,/cricketers/fayyaz-butt-436749,ireland vs oman
Mohammad Nadeem,4,0,29,1,7.25,0,0,/cricketers/mohammad-nadeem-41984,ireland vs oman
Khawar Ali,4,0,28,1,7,0,0,/cricketers/khawar-ali-585081,ireland vs oman
Zeeshan Maqsood,2,0,23,0,11.5,0,0,/cricketers/zeeshan-maqsood-585083,ireland vs oman
Mark Adair,4,0,26,2,6.5,3,0,/cricketers/mark-adair-526441,ireland vs oman
Gareth Delany,4,0,29,2,7.25,1,0,/cricketers/gareth-delany-1099379,ireland vs oman
Boyd Rankin,4,0,20,1,5,1,1,/cricketers/boyd-rankin-24599,ireland vs oman
David Delany,2,0,24,1,12,2,0,/cricketers/david-delany-1094085,ireland vs oman
